nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.518573350203568850e+01	2.150578847463893339e+01	3.679945027396756441e+00	6.612233434085812434e-01	1.924153332641157377e+01	1.620214896703364715e+01	3.039384359377939937e+00	4.181871848573855410e-01	1.650981668507609257e+01	1.383437477264012472e+01	2.675441912435966074e+00	4.121915791885819580e-01	1.629168673644002041e+01	1.364575522523801254e+01	2.645931511202002984e+00	4.383822110736591560e-01	1.367051884410843954e+01	1.136632989258472648e+01	2.304188951523714390e+00	3.475583144887518516e-01	1.357054931501045481e+01	1.128582279446282399e+01	2.284726520547631257e+00	3.887136181159900339e-01	9.579649784699910242e+00	7.890045200726889973e+00	1.689604583973021601e+00	2.752957809657566313e-01	7.889331668009678111e+00	6.475808298303269872e+00	1.413523369706409127e+00	1.578819927806325019e-01
2.317982838551235858e+01	1.973305339416183912e+01	3.446774991350526118e+00	4.549634941944672439e-01	1.622351647024237664e+01	1.348893493532857946e+01	2.734581534913792300e+00	3.074560088966757920e-01	1.308576239163041066e+01	1.074590475136133882e+01	2.339857640269068284e+00	3.145585475047275592e-01	1.286497415337882266e+01	1.055708616068129579e+01	2.307887992697523316e+00	3.183586987425414683e-01	1.014409708643716890e+01	8.204933969943288830e+00	1.939163116493879180e+00	2.510287853759745058e-01	1.000778649150118582e+01	8.089401189590391894e+00	1.918385301910794594e+00	2.533335393022365656e-01	6.010026918903244919e+00	4.704036417194124020e+00	1.305990501709120233e+00	1.422842041642947142e-01	4.428309603307539533e+00	3.382989983897760400e+00	1.045319619409777800e+00	9.474486482081781458e-02
1.429881954759055418e+01	1.195246777377549918e+01	2.346351773815058550e+00	2.411942330013648883e-01	9.534508246855942559e+00	7.730561935612410451e+00	1.803946311243533662e+00	1.835177803937492746e-01	7.373283001447268781e+00	5.864990643521374558e+00	1.508292357925895111e+00	1.732761067956417878e-01	7.210100945967418795e+00	5.725422033143009237e+00	1.484678912824410668e+00	1.697334168149737810e-01	5.346631348241039916e+00	4.128775361582788683e+00	1.217855986658251455e+00	1.227007561599423452e-01	5.247079879143862868e+00	4.044043834721924746e+00	1.203036044421939899e+00	1.205563834499320391e-01	2.643123749568250691e+00	1.863278189570288346e+00	7.798455599979629005e-01	6.496678035644726235e-02	1.759413183504513922e+00	1.151662922176027504e+00	6.077502613284864186e-01	4.488423615581559056e-02
1.311158900226700119e+01	1.089149650738497321e+01	2.220092494882027978e+00	2.129752074466676193e-01	8.412600209716396549e+00	6.730700865832296209e+00	1.681899343884099896e+00	1.647631950409636503e-01	6.360163625225308870e+00	4.966443367667061182e+00	1.393720257558248576e+00	1.599270617955799723e-01	6.206995594276920158e+00	4.836236264104462279e+00	1.370759330172455881e+00	1.575875450443830483e-01	4.492324197474738767e+00	3.379336306641495202e+00	1.112987890833245341e+00	1.160703421828608028e-01	4.401750958747479459e+00	3.303003292052334672e+00	1.098747666695144121e+00	1.137976113164735209e-01	2.114604868663032988e+00	1.415120029918278233e+00	6.994848387447550886e-01	5.822185206101124916e-02	1.386184843161361924e+00	8.435113079171510098e-01	5.426735352442112470e-01	3.864762733401926748e-02
2.107627620455180306e+01	1.764331562635581108e+01	3.432960578196001755e+00	3.202402325787064852e-01	1.325615460250797462e+01	1.066460724452868902e+01	2.591547357979288257e+00	2.405819314947925114e-01	9.952596091666391587e+00	7.807812897534538443e+00	2.144783194131856696e+00	2.526894693818580451e-01	9.705052852220646287e+00	7.595970449902223365e+00	2.109082402318419369e+00	2.497813025138224952e-01	6.971978370875951292e+00	5.264713591842690832e+00	1.707264779033261348e+00	1.938878989052791602e-01	6.828327491027646801e+00	5.143336514482424349e+00	1.684990976545221564e+00	1.905347977834218054e-01	3.211861362813824172e+00	2.152106041988298024e+00	1.059755320825526370e+00	9.508064599094218083e-02	2.083992878629011170e+00	1.266311476107497169e+00	8.176814025215138892e-01	6.104029600117225063e-02
1.752721933119042319e+01	1.476284411565477761e+01	2.764375215535650021e+00	2.627730203498186423e-01	1.130112586473871339e+01	9.189556658217860274e+00	2.111569206520853115e+00	1.908203360625556899e-01	8.626656008560432909e+00	6.865409598846441419e+00	1.761246409713989935e+00	2.047454873407837661e-01	8.424789001774353636e+00	6.691723890316882972e+00	1.733065111457472440e+00	2.024006709673427107e-01	6.158335371060005059e+00	4.744469319181087386e+00	1.413866051878916341e+00	1.578327534429853907e-01	6.038051761365934134e+00	4.642010552189042016e+00	1.396041209176890119e+00	1.552018463019852745e-01	2.929199424635728022e+00	2.041095245668212321e+00	8.881041789675148124e-01	8.055326596886057400e-02	1.914984085014445725e+00	1.228334575742141777e+00	6.866495092723038374e-01	5.319555120047830127e-02
2.176215879993258540e+01	1.846878656976483057e+01	3.293372230167758818e+00	3.337838288599805914e-01	1.459960924977034402e+01	1.203835286721790432e+01	2.561256382552440147e+00	2.507825918002338228e-01	1.148197475339830831e+01	9.320253374528855161e+00	2.161721378869453591e+00	2.709031838017846305e-01	1.124444154479133218e+01	9.115023884551307631e+00	2.129417660240022769e+00	2.651615631348163693e-01	8.531182832737650656e+00	6.770984300749310236e+00	1.760198531988339088e+00	2.080644538570790292e-01	8.390929644435891177e+00	6.651423294414396281e+00	1.739506350021494674e+00	2.064455984392101207e-01	4.443269083348969417e+00	3.307194862790766354e+00	1.136074220558202619e+00	1.078863923794452645e-01	3.046014566259761747e+00	2.156738856477547372e+00	8.892757097822147072e-01	7.166989561158831901e-02
1.448327331032183629e+01	1.209397426519531571e+01	2.389299045126521914e+00	2.894381840277813200e-01	1.011640431870687351e+01	8.244754670145709952e+00	1.871649648561164447e+00	1.967449501881878282e-01	8.166850626405542712e+00	6.573393459162764074e+00	1.593457167242782413e+00	1.886980184791693105e-01	8.027028938665170088e+00	6.455914830350790723e+00	1.571114108314377367e+00	1.860122074091412891e-01	6.322515506789752493e+00	5.005781156980705582e+00	1.316734349809047355e+00	1.441120678897826746e-01	6.233307704242352365e+00	4.930721436958545034e+00	1.302586267283808663e+00	1.416883787265185990e-01	3.657879891671995232e+00	2.771883829342021599e+00	8.859960623299736326e-01	7.876617711087953444e-02	2.639784659984390380e+00	1.932623477991856298e+00	7.071611819925339715e-01	5.403206875437042284e-02
2.449554662917712733e+01	2.087418449148460908e+01	3.621362137692515137e+00	4.071036849387112411e-01	1.741277626888953733e+01	1.452144179599814855e+01	2.891334472891393670e+00	3.020334138414985103e-01	1.403871827738187505e+01	1.156778535717469047e+01	2.470932920207189909e+00	2.973976092362958235e-01	1.377578911313556453e+01	1.133920113118981199e+01	2.436587981945751658e+00	2.892545672052037053e-01	1.063049095870754179e+01	8.590889541393668338e+00	2.039601417313871679e+00	2.047207600117185722e-01	1.046323380143989645e+01	8.446161068265242378e+00	2.017072733174657628e+00	2.022929009501915620e-01	5.663513462963389422e+00	4.316886477665620170e+00	1.346626985297768808e+00	1.213537969489479618e-01	3.870922180570377513e+00	2.813049439069938984e+00	1.057872741500438085e+00	8.923835922477754701e-02
