nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.349163972343146867e+01	2.012525162883237329e+01	3.366388094599098491e+00	6.294168858891234786e-01	1.781912827217199080e+01	1.504170479804229998e+01	2.777423474129690373e+00	4.973956334509482269e-01	1.531081593831769538e+01	1.286761406179299527e+01	2.443201876524699667e+00	5.002023376685555967e-01	1.514667793093076575e+01	1.273069066983064168e+01	2.415987261100124073e+00	4.463125128648379736e-01	1.272606403199904079e+01	1.062245664362027142e+01	2.103607388378767595e+00	3.661879560141039214e-01	1.261198768732910303e+01	1.052606830606532284e+01	2.085919381263777073e+00	3.592004837921091154e-01	8.820669887612226034e+00	7.280043299679014090e+00	1.540626587933210834e+00	2.659722550127266438e-01	7.333806928670628444e+00	6.045468728976712391e+00	1.288338199693913833e+00	1.716188725166816753e-01
2.195990001801415659e+01	1.882129788068051468e+01	3.138602137333649011e+00	4.403575113215148495e-01	1.530388233808264786e+01	1.281775415733320678e+01	2.486128180749446859e+00	3.272875380862943495e-01	1.233960394071096367e+01	1.021521125663362639e+01	2.124392684077335058e+00	3.235637920170522097e-01	1.212843084687941086e+01	1.003325897839188308e+01	2.095171868487530453e+00	3.136115249492918977e-01	9.567607953431846113e+00	7.808031234331011206e+00	1.759576719100838016e+00	2.504774489269714355e-01	9.434676705073711034e+00	7.694105095124293747e+00	1.740571609949415066e+00	2.482971210228603065e-01	5.650575019612078087e+00	4.469053638831426589e+00	1.181521380780652830e+00	1.401802437110467869e-01	4.190697594109032309e+00	3.245838570416720081e+00	9.448590236923136709e-01	9.546045325489259381e-02
1.370745933564381858e+01	1.152158393387854574e+01	2.185875401765277726e+00	2.528130773330044545e-01	9.108211461888995331e+00	7.430483542620664572e+00	1.677727919268330981e+00	1.783586947231925457e-01	7.058318505934289000e+00	5.657123705807118874e+00	1.401194800127170126e+00	1.706013219611892395e-01	6.902837243969971226e+00	5.523642180076460129e+00	1.379195063893511985e+00	1.672146079708258237e-01	5.139380566051671373e+00	4.008427329141266426e+00	1.130953236910403614e+00	1.200876607318913519e-01	5.044146892583517783e+00	3.927032231055557432e+00	1.117114661527960573e+00	1.179883691149639369e-01	2.536809061103314722e+00	1.814853183803315950e+00	7.219558772999989937e-01	6.320437700298756067e-02	1.687383398498529363e+00	1.125661538193878597e+00	5.617218603046504333e-01	4.371183212098523480e-02
1.250948631954972612e+01	1.049513232547827890e+01	2.014353994071450327e+00	2.174473399804285889e-01	7.986783206525450041e+00	6.464712165073060568e+00	1.522071041452388140e+00	1.573001386531478474e-01	6.038336089757295966e+00	4.779293357597008018e+00	1.259042732160285727e+00	1.543653780317373048e-01	5.893080621609851022e+00	4.654901391139338429e+00	1.238179230470513259e+00	1.522642585731946718e-01	4.274150784307537698e+00	3.269794028821578546e+00	1.004356755485958708e+00	1.123283049646847526e-01	4.187890339168395926e+00	3.196477102569470929e+00	9.914132365989256623e-01	1.100817312349862548e-01	2.000008833477838976e+00	1.371375326810902351e+00	6.286335066669369587e-01	5.602499044237534143e-02	1.305938922065662089e+00	8.191630476038014308e-01	4.867758744618598254e-01	3.718021342923123057e-02
2.008679137558650396e+01	1.695459061599571271e+01	3.132200759590789918e+00	3.303835083268690798e-01	1.256460528901994422e+01	1.020470051612222484e+01	2.359904772897717162e+00	2.269898630210459289e-01	9.429478155043051757e+00	7.479495963850158802e+00	1.949982191192892955e+00	2.426381101925289829e-01	9.195728674288941917e+00	7.278342467302048924e+00	1.917386206986892327e+00	2.403297254762956081e-01	6.620361534463307329e+00	5.069441034619603492e+00	1.550920499843703837e+00	1.867206030765090341e-01	6.484151927746339972e+00	4.953592068144106797e+00	1.530559859602234285e+00	1.835071313371242074e-01	3.035573583498165195e+00	2.076819297881636661e+00	9.587542856165289784e-01	9.135828191363862261e-02	1.962411877668112758e+00	1.224224684858379764e+00	7.381871928097332169e-01	5.858394789498254374e-02
1.678734353106306187e+01	1.423737818437654745e+01	2.549965346686515755e+00	2.741157625292880984e-01	1.077277811706686883e+01	8.829987908517017203e+00	1.942790208549849629e+00	1.824405729674634380e-01	8.226332070796582130e+00	6.608800287084735103e+00	1.617531783711845472e+00	1.986264983246903704e-01	8.034368412037204976e+00	6.442876364673903566e+00	1.591492047363300966e+00	1.967237717193396906e-01	5.887428240303485438e+00	4.590365278469646704e+00	1.297062961833840733e+00	1.533136979617804319e-01	5.772647942784026043e+00	4.492051921665680680e+00	1.280596021118346695e+00	1.507347557937912530e-01	2.792657156072281488e+00	1.981380212859567669e+00	8.112769432127137081e-01	7.796251779862033160e-02	1.820802451613103612e+00	1.194955301190447461e+00	6.258471504226560400e-01	5.144201840051239316e-02
2.112149844064424187e+01	1.805298714993285358e+01	3.068511290711386508e+00	3.612709529898467387e-01	1.407279851895522427e+01	1.169154330214495019e+01	2.381255216810276742e+00	2.495317114867576513e-01	1.107019542631662823e+01	9.063765804003041993e+00	2.006429622313589345e+00	2.728225485841334064e-01	1.084327814986908400e+01	8.867079021321178089e+00	1.976199128547910577e+00	2.679312489215831539e-01	8.239350688577706805e+00	6.607229029380217611e+00	1.632121659197489860e+00	2.053278441016463118e-01	8.104251607124771439e+00	6.491459383751296386e+00	1.612792223373474831e+00	2.036684999459601464e-01	4.290357364968874876e+00	3.240473254004991421e+00	1.049884110963883010e+00	1.062333142956060072e-01	2.941651227883691710e+00	2.121295873165311541e+00	8.203553547183796146e-01	7.067971531575970023e-02
1.373588262894274692e+01	1.155239133895737247e+01	2.183491289985376227e+00	3.009234227413145057e-01	9.537225251189251907e+00	7.833518963633569143e+00	1.703706287555683208e+00	1.984145811218367139e-01	7.703377290838330893e+00	6.255974064643723409e+00	1.447403226194606596e+00	1.929830321330467946e-01	7.570013030648716779e+00	6.143128349868083760e+00	1.426884680780633685e+00	1.872822351494453919e-01	5.977778802213149945e+00	4.783560822919505462e+00	1.194217979293645149e+00	1.467807649765565103e-01	5.890654897397521239e+00	4.709465051337458519e+00	1.181189846060061388e+00	1.426987879999874476e-01	3.456015766443300663e+00	2.656177304911846893e+00	7.998384615314545476e-01	7.733587334115786527e-02	2.504129478686965449e+00	1.867243994320902711e+00	6.368854843660630705e-01	5.356601185931086223e-02
2.340932167040744716e+01	2.006916807467812092e+01	3.340153595729329350e+00	4.407878161681166862e-01	1.659285698461290437e+01	1.393035398716840767e+01	2.662502997444502917e+00	3.003967035912836758e-01	1.341713547333060497e+01	1.114445817375739622e+01	2.272677299573209631e+00	2.981487338453293612e-01	1.317106655238546153e+01	1.093016298835074984e+01	2.240903564034708584e+00	2.923251701003117820e-01	1.020390430431342210e+01	8.328625009246870547e+00	1.875279295066550445e+00	2.020760860810635884e-01	1.004425872315309576e+01	8.189819436225640459e+00	1.854439286927454855e+00	1.993785386171524898e-01	5.439733082970706235e+00	4.205284614856577896e+00	1.234448468114127673e+00	1.181935742693127067e-01	3.718884815694500023e+00	2.750657932034486830e+00	9.682268836600133044e-01	8.696969116946901002e-02
