d35	date_d1_HTDMA	k35	d50	date_d50_HTDMA	k_HTDMA_D50	d75	date_d75_HTDMA	k_HTDMA_D75	d110	date_d110_HTDMA	k_HTDMA_D110	d165	date_d165_HTDMA	k_HTDMA_D165	d265	date_d265_HTDMA	k_HTDMA_D265
35	04.06.2015 01:48:41	0.019174737	50	28.05.2015 01:09:09	0.073264109	75	29.05.2015 23:51:38	0.212681657	110	30.05.2015 01:49:05	0.200806561	165	30.05.2015 04:32:00	0.276737806	265	29.05.2015 11:25:33	0.303053324
35	04.06.2015 03:45:17	0.021673949	50	28.05.2015 02:23:55	0.088031678	75	30.05.2015 01:05:27	0.116504709	110	30.05.2015 03:09:02	0.241149177	165	30.05.2015 05:49:00	0.298239561	265	29.05.2015 11:52:26	0.344853867
35	04.06.2015 19:27:12	0.03609317	50	28.05.2015 04:05:22	0.092191703	75	30.05.2015 02:22:42	0.109214675	110	30.05.2015 04:32:35	0.225248952	165	30.05.2015 07:16:00	0.256646909	265	29.05.2015 12:23:50	0.320357636
35	05.06.2015 00:55:44	0.114557001	50	28.05.2015 04:58:52	0.103619168	75	30.05.2015 03:39:52	0.130166297	110	30.05.2015 05:49:49	0.256691575	165	30.05.2015 09:10:00	0.35381655	265	29.05.2015 12:50:47	0.307234335
35	05.06.2015 02:08:23	0.114289812	50	28.05.2015 06:25:07	0.071494417	75	30.05.2015 05:02:18	0.202496279	110	30.05.2015 07:16:08	0.261470947	165	30.05.2015 11:40:00	0.343590107	265	29.05.2015 13:22:14	0.394210356
35	05.06.2015 04:25:36	0.04755653	50	28.05.2015 07:24:28	0.153846784	75	30.05.2015 06:18:06	0.239563442	110	30.05.2015 09:10:53	0.302433105	165	30.05.2015 13:21:00	0.263177638	265	29.05.2015 13:49:08	0.330650036
35	05.06.2015 11:57:02	0.100070405	50	29.05.2015 01:51:34	0.03884433	75	30.05.2015 07:54:42	0.183521056	110	30.05.2015 11:40:55	0.27356212	165	30.05.2015 14:37:00	0.263993162	265	29.05.2015 14:20:27	0.477966875
35	06.06.2015 13:15:49	0.105902778	50	29.05.2015 02:49:57	0.045913701	75	30.05.2015 09:45:48	0.243629567	110	30.05.2015 13:21:38	0.310686121	165	30.05.2015 16:18:00	0.248446741	265	29.05.2015 14:47:19	0.274792901
35	06.06.2015 15:34:01	0.118860792	50	29.05.2015 03:48:13	0.12010818	75	30.05.2015 12:12:24	0.292599647	110	30.05.2015 14:37:02	0.290253833	165	30.05.2015 17:49:00	0.283418438	265	29.05.2015 15:18:43	0.576776424
35	08.06.2015 12:40:13	0.080888889	50	29.05.2015 04:46:35	0.076506658	75	30.05.2015 13:54:32	0.228010391	110	30.05.2015 16:18:46	0.206489096	165	30.05.2015 18:54:00	0.298392753	265	29.05.2015 15:48:09	0.293984936
35	08.06.2015 15:04:58	0.133	50	29.05.2015 05:44:55	0.097371253	75	30.05.2015 15:01:27	0.308011802	110	30.05.2015 17:49:11	0.26555076	165	30.05.2015 19:53:00	0.299663408	265	29.05.2015 16:19:32	0.537969489
35	09.06.2015 09:33:05	0.118590216	50	29.05.2015 06:43:11	0.156114089	75	30.05.2015 17:05:29	0.16675679	110	30.05.2015 18:54:49	0.232307299	165	30.05.2015 20:51:00	0.291798374	265	29.05.2015 16:46:26	0.292407768
35	09.06.2015 11:51:08	0.225457058	50	29.05.2015 07:41:23	0.176664345	75	30.05.2015 18:18:59	0.193141653	110	30.05.2015 19:53:07	0.221046069	165	30.05.2015 21:55:00	0.287888956	265	29.05.2015 17:17:47	0.24595754
35	09.06.2015 20:08:42	0.247484093	50	29.05.2015 08:39:36	0.147297386	75	30.05.2015 19:17:18	0.127576355	110	30.05.2015 20:51:21	0.200471421	165	01.06.2015 13:59:00	0.26415905	265	29.05.2015 17:46:46	0.275481332
35	09.06.2015 22:27:15	0.067897443	50	29.05.2015 09:37:55	0.168877517	75	30.05.2015 20:15:32	0.158584931	110	30.05.2015 21:55:19	0.232430016	165	01.06.2015 15:45:00	0.332891072	265	29.05.2015 18:18:10	0.283961755
35	10.06.2015 00:44:50	0.126855619	50	29.05.2015 10:36:11	0.186904747	75	30.05.2015 21:15:43	0.121014257	110	01.06.2015 13:21:10	0.202283347	165	01.06.2015 16:58:00	0.228245003	265	29.05.2015 18:45:02	0.249161018
35	10.06.2015 03:08:34	0.08665772	50	29.05.2015 11:34:30	0.175220868	75	30.05.2015 22:19:06	0.232661637	110	01.06.2015 14:51:07	0.143142335	165	01.06.2015 17:56:00	0.265476237	265	29.05.2015 19:16:27	0.245014705
35	10.06.2015 05:38:53	0.097168482	50	29.05.2015 12:32:50	0.196332882	75	01.06.2015 12:09:47	0.146396544	110	01.06.2015 16:26:45	0.439172372	165	01.06.2015 18:54:00	0.194950077	265	29.05.2015 19:43:20	0.303694735
35	10.06.2015 10:13:14	0.339831459	50	29.05.2015 13:31:12	0.19976184	75	01.06.2015 13:54:51	0.089370081	110	01.06.2015 17:25:01	0.119876481	165	01.06.2015 20:11:00	0.103538057	265	29.05.2015 20:17:31	0.226085505
35	10.06.2015 12:30:35	0.196332882	50	29.05.2015 14:29:24	0.208108626	75	01.06.2015 15:29:52	0.09482747	110	01.06.2015 18:23:18	0.21647482	165	01.06.2015 21:10:00	0.114303216	265	29.05.2015 20:48:12	0.246247977
35	10.06.2015 15:56:36	0.122069656	50	29.05.2015 15:27:44	0.114182995	75	01.06.2015 16:53:38	0.104455477	110	01.06.2015 19:21:42	0.106944444	165	01.06.2015 22:28:00	0.239798546	265	29.05.2015 21:24:49	0.411421048
35	10.06.2015 18:13:41	0.098336212	50	29.05.2015 16:28:31	0.112850633	75	01.06.2015 17:51:58	0.087608428	110	01.06.2015 20:38:49	0.048655801	165	01.06.2015 23:48:00	0.271363846	265	29.05.2015 21:55:59	0.307234335
35	10.06.2015 20:31:19	0.067851638	50	29.05.2015 17:28:52	0.145837345	75	01.06.2015 18:50:18	0.088066649	110	01.06.2015 21:57:18	0.086118669	165	02.06.2015 01:36:00	0.149104254	265	29.05.2015 22:31:45	0.247921049
35	10.06.2015 22:48:48	0.035330525	50	29.05.2015 18:27:07	0.137990966	75	01.06.2015 20:07:26	0.074038592	110	01.06.2015 22:55:29	0.074920618	165	02.06.2015 02:35:00	0.195926778	265	29.05.2015 23:02:09	0.268406913
35	11.06.2015 01:06:19	-0.015847222	50	29.05.2015 19:25:24	0.099304145	75	01.06.2015 21:05:46	0.05901759	110	02.06.2015 00:15:21	0.179758385	165	02.06.2015 03:59:00	0.23908632	265	29.05.2015 23:37:55	0.281095552
35	11.06.2015 07:11:09	0.033336159	50	29.05.2015 20:28:25	0.051563174	75	01.06.2015 22:24:09	0.064650294	110	02.06.2015 01:32:24	0.188476173	165	02.06.2015 04:57:00	0.269728958	265	30.05.2015 00:07:40	1.625
35	11.06.2015 08:43:57	0.151947452	50	29.05.2015 21:33:47	0.062680852	75	01.06.2015 23:44:01	0.072777645	110	02.06.2015 02:30:39	0.130649255	165	02.06.2015 06:18:00	0.300504823	265	30.05.2015 00:50:21	0.474830618
35	11.06.2015 20:53:24	0.237460267	50	29.05.2015 22:41:03	0.062007994	75	02.06.2015 00:10:52	0.110125663	110	02.06.2015 03:54:58	0.160510648	165	02.06.2015 07:46:00	0.274161056	265	30.05.2015 01:19:31	1.424888889
35	11.06.2015 22:41:49	0.151651503	50	29.05.2015 23:46:52	0.052165617	75	02.06.2015 01:27:53	0.118950874	110	02.06.2015 04:53:14	0.219405944	165	02.06.2015 08:44:00	0.229742732	265	30.05.2015 02:03:58	0.33459356
35	12.06.2015 00:30:18	0.182996742	50	30.05.2015 00:59:21	0.06826417	75	02.06.2015 02:26:10	0.091089263	110	02.06.2015 06:14:03	0.215843545	165	02.06.2015 09:43:00	0.29122619	265	30.05.2015 02:40:51	0.259034983
35	12.06.2015 02:19:18	0.181277935	50	30.05.2015 02:18:12	0.125860098	75	02.06.2015 03:50:29	0.06809377	110	02.06.2015 07:41:55	0.322219152	165	02.06.2015 10:41:00	0.360789127	265	30.05.2015 03:21:48	0.387197584
35	12.06.2015 04:07:50	0.185170732	50	30.05.2015 03:35:21	0.065571304	75	02.06.2015 04:48:44	0.093612489	110	02.06.2015 08:40:16	0.265998939	165	02.06.2015 11:42:00	0.223065243	265	30.05.2015 09:25:04	0.577113642
35	12.06.2015 11:21:32	0.256364779	50	30.05.2015 04:57:50	0.075092223	75	02.06.2015 06:09:34	0.135003801	110	02.06.2015 09:38:35	0.291353177	165	02.06.2015 12:41:00	0.224163178	265	30.05.2015 12:40:53	0.41273206
35	12.06.2015 13:59:50	0.227204674	50	30.05.2015 05:35:28	0.227484853	75	02.06.2015 07:37:23	0.170486008	110	02.06.2015 10:36:55	0.354241632	165	02.06.2015 13:39:00	0.206827477	265	30.05.2015 19:30:43	0.291620721
35	12.06.2015 15:48:13	0.285750468	50	30.05.2015 06:13:39	0.166538477	75	02.06.2015 08:35:46	0.139341127	110	02.06.2015 11:38:14	0.205548571	165	02.06.2015 15:06:00	0.219964765	265	30.05.2015 20:28:57	0.330650036
35	12.06.2015 17:36:45	0.254960697	50	30.05.2015 07:01:33	0.268406913	75	02.06.2015 09:34:06	0.174671911	110	02.06.2015 12:36:32	0.199905053	165	02.06.2015 16:17:00	0.21602927	265	30.05.2015 21:00:18	0.315517093
35	12.06.2015 19:24:55	0.228326317	50	30.05.2015 07:46:46	0.154263478	75	02.06.2015 10:32:27	0.16809837	110	02.06.2015 13:34:45	0.197814346	165	02.06.2015 17:33:00	0.203713339	265	30.05.2015 21:30:40	0.316744289
35	12.06.2015 21:13:01	0.226784696	50	30.05.2015 12:07:54	0.162567751	75	02.06.2015 11:33:46	0.129159555	110	02.06.2015 14:59:58	0.194138523	165	02.06.2015 18:38:00	0.207259969	265	30.05.2015 22:40:53	0.521248439
35	12.06.2015 23:01:08	0.154084841	50	30.05.2015 13:50:02	0.14811742	75	02.06.2015 12:32:04	0.153455156	110	02.06.2015 16:08:15	0.192311768	165	02.06.2015 19:52:00	0.167255768	265	30.05.2015 23:29:51	0.308930765
35	13.06.2015 02:37:43	0.175032945	50	30.05.2015 14:56:57	0.086266325	75	02.06.2015 13:30:17	0.138306477	110	02.06.2015 17:28:42	0.152468943	165	02.06.2015 20:55:00	0.183445965	265	01.06.2015 14:08:20	0.399535929
35	13.06.2015 04:26:00	0.224063307	50	30.05.2015 16:01:34	0.134693903	75	02.06.2015 14:55:29	0.106464077	110	02.06.2015 18:33:51	0.177592098	165	02.06.2015 21:53:00	0.208540134	265	01.06.2015 15:16:23	0.423679188
35	13.06.2015 06:14:27	0.257031122	50	30.05.2015 17:01:01	0.152302883	75	02.06.2015 16:03:46	0.131682072	110	02.06.2015 19:48:29	0.147568886	165	02.06.2015 22:51:00	0.162494862	265	01.06.2015 16:35:42	0.380339808
35	13.06.2015 08:02:46	0.238318171	50	30.05.2015 18:14:31	0.138562389	75	02.06.2015 17:19:25	0.109381397	110	02.06.2015 20:50:35	0.139652825	165	02.06.2015 23:49:00	0.238796453	265	01.06.2015 17:07:05	0.350257798
35	13.06.2015 11:39:09	0.312500047	50	30.05.2015 18:45:53	0.117402201	75	02.06.2015 18:29:23	0.109858748	110	02.06.2015 21:48:56	0.12590333	165	03.06.2015 00:53:00	0.162064166	265	01.06.2015 17:34:00	0.433718797
35	13.06.2015 13:27:27	0.276783935	50	30.05.2015 19:12:49	0.121578251	75	02.06.2015 19:43:58	0.098729292	110	02.06.2015 22:47:09	0.081995006	165	03.06.2015 01:51:00	0.16260503	265	01.06.2015 18:05:25	0.503877873
35	13.06.2015 15:15:47	0.23674642	50	30.05.2015 20:11:03	0.092540963	75	02.06.2015 20:46:06	0.082547483	110	02.06.2015 23:45:24	0.081995006	165	03.06.2015 02:52:00	0.193544961	265	01.06.2015 18:32:18	0.43102939
35	13.06.2015 20:40:43	0.087687594	50	30.05.2015 21:11:12	0.108150074	75	02.06.2015 21:44:26	0.068845328	110	03.06.2015 00:43:37	0.106944444	165	03.06.2015 03:50:00	0.192281583	265	01.06.2015 19:03:43	0.343744048
35	14.06.2015 00:17:31	0.040437559	50	30.05.2015 22:14:38	0.103257351	75	02.06.2015 22:42:40	0.065007879	110	03.06.2015 01:46:55	0.106944444	165	03.06.2015 04:48:00	0.190897255	265	01.06.2015 20:20:53	0.292486529
35	14.06.2015 03:54:16	0.090055003	50	30.05.2015 23:43:46	0.083831798	75	03.06.2015 00:00:00	0.065366723	110	03.06.2015 02:47:53	0.106944444	165	03.06.2015 05:47:00	0.211126589	265	01.06.2015 20:47:45	0.49971529
35	14.06.2015 05:42:36	0.141720837	50	01.06.2015 05:28:16	-0.001228776	75	03.06.2015 00:39:08	0.055866593	110	03.06.2015 03:46:10	0.106944444	165	03.06.2015 06:45:00	0.234587427	265	01.06.2015 21:19:12	0.561383194
35	14.06.2015 07:30:55	0.154859513	50	01.06.2015 05:59:44	-0.00049925	75	03.06.2015 01:42:26	0.048830733	110	03.06.2015 04:44:28	0.107497503	165	03.06.2015 07:52:00	0.202417588	265	01.06.2015 22:06:14	0.262914734
35	14.06.2015 14:43:43	0.162567751	50	01.06.2015 06:31:08	-0.00039952	75	03.06.2015 02:43:24	0.048334573	110	03.06.2015 05:42:45	0.081441948	165	03.06.2015 08:54:00	0.230231735	265	01.06.2015 22:37:35	0.341529816
35	14.06.2015 18:20:30	0.093340774	50	01.06.2015 07:02:30	0.000534187	75	03.06.2015 03:41:41	0.055863305	110	03.06.2015 06:41:01	0.080888889	165	03.06.2015 09:52:00	0.180916005	265	01.06.2015 23:26:07	0.297707445
35	14.06.2015 23:45:07	0.119456808	50	01.06.2015 07:33:54	0	75	03.06.2015 04:39:57	0.055056868	110	03.06.2015 07:44:30	0.080888889	165	03.06.2015 10:50:00	0.235489907	265	01.06.2015 23:57:26	0.401750514
35	15.06.2015 03:21:43	0.093490971	50	01.06.2015 13:50:23	0.102689601	75	03.06.2015 05:38:15	0.074949956	110	03.06.2015 08:49:41	0.172083341	165	03.06.2015 12:21:00	0.228152736	265	02.06.2015 00:24:20	0.440481193
35	15.06.2015 08:46:20	0.080169789	50	01.06.2015 15:25:21	0.081321213	75	03.06.2015 06:36:31	0.103234505	110	03.06.2015 09:48:03	0.112027073	165	03.06.2015 13:20:00	0.221005294	265	02.06.2015 00:55:39	0.449846
35	15.06.2015 11:31:19	0.149468382	50	01.06.2015 16:17:47	0.128687975	75	03.06.2015 07:40:02	0.091526815	110	03.06.2015 10:46:20	0.228833333	165	03.06.2015 14:37:00	0.28342823	265	02.06.2015 02:12:45	0.284505576
35	15.06.2015 14:09:03	0.167275708	50	01.06.2015 17:16:03	0.057170648	75	03.06.2015 08:45:11	0.089864574	110	03.06.2015 12:17:27	0.205727785	165	03.06.2015 16:17:00	0.430463358	265	02.06.2015 02:39:36	0.339831459
35	15.06.2015 17:45:16	0.074528446	50	01.06.2015 18:14:21	0.078641713	75	03.06.2015 09:43:34	0.12343558	110	03.06.2015 13:15:41	0.263888889	165	03.06.2015 18:48:00	0.429949441	265	02.06.2015 03:37:01	0.29390598
35	15.06.2015 21:21:22	0.092990599	50	01.06.2015 19:12:41	0.053764946	75	03.06.2015 10:41:52	0.114852168	110	03.06.2015 14:32:33	0.263888889	165	04.06.2015 01:08:00	0.216009411	265	02.06.2015 04:03:56	0.255403704
35	16.06.2015 00:57:36	0.064167272	50	01.06.2015 20:29:51	0.044490777	75	03.06.2015 12:12:58	0.09961548	110	03.06.2015 15:46:03	0.230863214	165	05.06.2015 00:45:00	0.259831019	265	02.06.2015 04:35:18	0.610234262
35	16.06.2015 08:10:02	0.064891001	50	01.06.2015 21:48:21	0.061963199	75	03.06.2015 13:11:12	0.139184427	110	03.06.2015 16:44:26	0.340497603	165	05.06.2015 01:57:00	0.195289147	265	02.06.2015 05:20:10	0.549826042
35	16.06.2015 09:58:10	0.249088	50	01.06.2015 22:46:32	0.085631409	75	03.06.2015 14:28:03	0.15599525	110	03.06.2015 17:42:41	0.334811598	165	05.06.2015 03:06:00	0.184510545	265	02.06.2015 05:51:33	0.431892875
35	16.06.2015 11:45:33	0.230224706	50	02.06.2015 00:06:24	0.115467024	75	03.06.2015 15:41:33	0.164642377	110	03.06.2015 18:44:31	0.361765947	165	05.06.2015 04:15:00	0.154300614	265	02.06.2015 06:23:02	0.335267127
35	16.06.2015 15:21:18	0.203816653	50	02.06.2015 01:23:25	0.134807108	75	03.06.2015 16:39:58	0.210352263	110	03.06.2015 19:42:48	0.3251335	165	05.06.2015 05:24:00	0.15038597	265	02.06.2015 11:15:52	0.642010578
35	16.06.2015 17:09:17	0.102792754	50	02.06.2015 02:21:42	0.065117574	75	03.06.2015 17:38:13	0.219862336	110	03.06.2015 20:41:04	0.279687968	165	05.06.2015 06:34:00	0.208765485	265	02.06.2015 20:59:34	0.186325992
35	16.06.2015 20:45:12	0.079022966	50	02.06.2015 03:45:59	0.035210348	75	03.06.2015 18:40:03	0.210818261	110	03.06.2015 21:39:20	0.303944444	165	05.06.2015 07:42:00	0.232082442	265	02.06.2015 21:57:54	0.204016975
35	17.06.2015 00:20:59	0.036777778	50	02.06.2015 04:44:16	0.047979606	75	03.06.2015 19:38:18	0.176168418	110	03.06.2015 22:37:36	0.230998694	165	05.06.2015 09:23:00	0.203358874	265	02.06.2015 22:56:06	0.224202508
35	17.06.2015 03:56:41	0.02329464	50	02.06.2015 06:00:31	0.072377841	75	03.06.2015 20:36:35	0.145282602	110	03.06.2015 23:35:53	0.250996226	165	05.06.2015 10:31:00	0.197539712	265	03.06.2015 00:21:15	0.411982642
35	17.06.2015 10:52:47	0.198242058	50	02.06.2015 08:58:10	0.09711781	75	03.06.2015 21:34:50	0.096256829	110	04.06.2015 00:36:56	0.248938172	165	06.06.2015 00:24:00	0.243379682	265	03.06.2015 07:56:51	0.30353432
35	17.06.2015 13:38:47	0.093942004	50	02.06.2015 09:56:28	0.153192861	75	03.06.2015 22:33:07	0.108522139	110	04.06.2015 01:35:14	0.092887865	165	06.06.2015 02:03:00	0.199230882	265	03.06.2015 08:58:40	0.86857145
35	17.06.2015 15:55:54	0.066389979	50	02.06.2015 10:54:50	0.159720319	75	03.06.2015 23:31:25	0.120951192	110	04.06.2015 02:33:36	0.132714284	165	06.06.2015 03:19:00	0.232799054	265	03.06.2015 09:25:36	0.291227582
35	17.06.2015 17:01:55	0.227625	50	02.06.2015 11:56:12	0.138219431	75	04.06.2015 00:59:21	0.016469736	110	04.06.2015 03:31:49	0.070457267	165	06.06.2015 04:31:00	0.146384986	265	03.06.2015 09:57:00	0.328061762
35	17.06.2015 18:49:55	0.203816653	50	02.06.2015 12:54:26	0.103774358	75	04.06.2015 01:57:43	0.013287739	110	04.06.2015 04:30:07	0.090411754	165	06.06.2015 05:40:00	0.181810886	265	03.06.2015 10:23:55	0.38123853
35	17.06.2015 19:47:13	0.215986889	50	02.06.2015 13:52:39	0.102534935	75	04.06.2015 02:55:59	0	110	04.06.2015 19:40:42	0.172	165	06.06.2015 06:49:00	0.211297106	265	03.06.2015 10:55:17	0.262091767
35	17.06.2015 20:52:54	0.164884468	50	02.06.2015 15:20:23	0.100428629	75	04.06.2015 03:54:17	0.057372488	110	04.06.2015 21:22:41	0.079801205	165	06.06.2015 07:59:00	0.165714321	265	03.06.2015 12:53:17	0.386472728
35	17.06.2015 22:40:58	0.193777778	50	02.06.2015 16:35:03	0.095399841	75	04.06.2015 04:52:32	0.059334823	110	04.06.2015 22:47:58	0.121586677	165	06.06.2015 09:26:00	0.165956149	265	03.06.2015 14:41:32	0.396593079
35	17.06.2015 23:38:20	0.117186639	50	02.06.2015 17:53:33	0.102741173	75	04.06.2015 20:44:18	0.105630972	110	05.06.2015 00:03:00	0.058687185	165	06.06.2015 10:35:00	0.162542123	265	03.06.2015 15:19:16	0.517642641
35	18.06.2015 01:33:50	0.078165864	50	02.06.2015 18:51:45	0.076364894	75	04.06.2015 22:04:22	0.16086368	110	05.06.2015 01:11:32	0.106944444	165	06.06.2015 11:54:00	0.178154198	265	03.06.2015 15:55:02	0.502106472
35	18.06.2015 03:29:12	0.043948998	50	02.06.2015 20:06:24	0.061605114	75	04.06.2015 23:19:34	0.162263889	110	05.06.2015 02:24:16	0.087984118	165	06.06.2015 13:03:00	0.194229355	265	03.06.2015 16:22:00	0.503982179
35	18.06.2015 07:20:20	0.111947634	50	02.06.2015 21:08:36	0.071355189	75	05.06.2015 00:34:38	0.139981848	110	05.06.2015 03:32:55	0.153154714	165	06.06.2015 14:14:00	0.160358838	265	03.06.2015 16:53:23	0.512154445
35	18.06.2015 09:15:50	0.168569001	50	02.06.2015 22:06:51	0.05010627	75	05.06.2015 01:47:18	0.087393531	110	05.06.2015 04:41:34	0.110305408	165	06.06.2015 15:23:00	0.208831086	265	03.06.2015 17:20:18	0.423489165
35	18.06.2015 10:21:29	0.248723057	50	02.06.2015 23:05:04	0.061963199	75	05.06.2015 02:55:55	0.075097521	110	05.06.2015 05:51:11	0.089714315	165	06.06.2015 16:32:00	0.196165205	265	03.06.2015 18:18:32	0.507745059
35	18.06.2015 12:09:55	0.264714494	50	03.06.2015 00:03:19	0.060177714	75	05.06.2015 04:04:36	0.06198237	110	05.06.2015 07:00:53	0.163388889	165	06.06.2015 17:41:00	0.195817443	265	03.06.2015 19:20:23	0.530645051
35	18.06.2015 13:07:14	0.234397642	50	03.06.2015 01:06:31	0.048488289	75	05.06.2015 05:13:42	0.080927363	110	05.06.2015 08:09:41	0.160623593	165	06.06.2015 18:54:00	0.213164537	265	03.06.2015 19:51:44	0.483558707
35	18.06.2015 15:02:45	0.165986409	50	03.06.2015 02:07:33	0.039047963	75	05.06.2015 06:23:16	0.095845883	110	05.06.2015 09:17:45	0.156153067	165	06.06.2015 20:03:00	0.218385829	265	03.06.2015 20:18:35	0.378545648
35	18.06.2015 16:08:31	0.194169946	50	03.06.2015 03:05:51	0.043948998	75	05.06.2015 07:33:03	0.100366243	110	05.06.2015 10:26:36	0.184899298	165	06.06.2015 21:12:00	0.265632238	265	03.06.2015 20:50:00	0.474123975
35	18.06.2015 17:56:45	0.157432632	50	03.06.2015 04:04:08	0.067394011	75	05.06.2015 08:40:57	0.131858974	110	05.06.2015 12:12:24	0.206229136	165	06.06.2015 22:38:00	0.233567754	265	03.06.2015 21:16:52	0.510577269
35	18.06.2015 18:54:04	0.217770308	50	03.06.2015 05:02:25	0.072937258	75	05.06.2015 09:49:37	0.134407987	110	06.06.2015 00:19:39	0.186464035	165	08.06.2015 11:49:00	0.166172971	265	03.06.2015 21:48:17	0.512364937
35	18.06.2015 20:49:33	0.127909467	50	03.06.2015 06:00:40	0.107416701	75	05.06.2015 11:05:20	0.145291555	110	06.06.2015 02:30:27	0.139506129	165	08.06.2015 13:01:00	0.200254696	265	03.06.2015 22:15:10	0.825541984
35	18.06.2015 22:45:17	0.135430355	50	03.06.2015 08:09:19	0.096864572	75	05.06.2015 12:44:23	0.168415328	110	06.06.2015 03:45:27	0.092626938	165	08.06.2015 14:09:00	0.213289236	265	03.06.2015 22:46:34	0.395492432
35	19.06.2015 00:41:04	0.118482044	50	03.06.2015 09:07:37	0.102483396	75	06.06.2015 01:01:18	0.158832725	110	06.06.2015 04:57:53	0.107876306	165	08.06.2015 16:54:00	0.171262307	265	03.06.2015 23:13:27	0.827752809
35	19.06.2015 02:36:43	0.04929592	50	03.06.2015 10:05:58	0.123438299	75	06.06.2015 02:25:06	0.147475299	110	06.06.2015 06:08:05	0.21279341	165	09.06.2015 10:31:00	0.241801052	265	03.06.2015 23:44:50	0.441548916
35	19.06.2015 05:30:11	0.121796568	50	03.06.2015 11:04:15	0.100736	75	06.06.2015 03:40:11	0.058409253	110	06.06.2015 07:17:02	0.198655618	165	09.06.2015 11:40:00	0.247304477	265	04.06.2015 21:00:08	0.14572078
35	19.06.2015 06:27:36	0.255847069	50	03.06.2015 12:08:29	0.094644928	75	06.06.2015 04:52:35	0.078918859	110	06.06.2015 08:43:45	0.19180006	165	09.06.2015 12:49:00	0.205539764	265	04.06.2015 21:43:13	0.292250277
35	19.06.2015 07:33:18	0.266218697	50	03.06.2015 12:35:22	0.087540251	75	06.06.2015 06:02:45	0.145574503	110	06.06.2015 09:52:44	0.185876983	165	09.06.2015 13:58:00	0.203792122	265	04.06.2015 22:20:11	0.209187677
35	19.06.2015 09:21:21	0.227975538	50	03.06.2015 13:36:40	0.105642465	75	06.06.2015 07:11:05	0.162386636	110	06.06.2015 11:01:40	0.193931098	165	09.06.2015 19:21:00	0.260122181	265	04.06.2015 22:58:31	0.138733985
35	19.06.2015 10:18:47	0.301372767	50	03.06.2015 14:50:31	0.096510384	75	06.06.2015 08:31:36	0.127864731	110	06.06.2015 12:20:33	0.159427124	165	09.06.2015 20:30:00	0.223158108	265	04.06.2015 23:35:34	0.248723057
35	19.06.2015 11:24:26	0.276170581	50	03.06.2015 15:37:03	0.163602568	75	06.06.2015 09:47:23	0.130757507	110	06.06.2015 13:31:42	0.187536259	165	09.06.2015 23:25:00	0.341703767	265	05.06.2015 00:13:32	0.291227582
35	19.06.2015 13:20:05	0.167275708	50	03.06.2015 16:03:59	0.160082716	75	06.06.2015 10:56:20	0.126604076	110	06.06.2015 14:40:42	0.151852717	165	10.06.2015 00:34:00	0.305599289	265	05.06.2015 00:50:26	0.257327533
35	19.06.2015 15:08:11	0.19325541	50	03.06.2015 17:02:20	0.203683153	75	06.06.2015 12:15:20	0.122559379	110	06.06.2015 15:50:00	0.117744101	165	10.06.2015 01:45:00	0.22541024	265	05.06.2015 01:22:12	0.396960316
35	19.06.2015 17:03:48	0.276477177	50	03.06.2015 18:00:37	0.218389152	75	06.06.2015 13:26:24	0.14956487	110	06.06.2015 16:59:07	0.15103192	165	10.06.2015 02:56:00	0.221221655	265	05.06.2015 02:03:10	0.240397248
35	19.06.2015 18:01:02	0.203082867	50	03.06.2015 19:02:28	0.169928168	75	06.06.2015 14:35:26	0.13166435	110	06.06.2015 18:12:02	0.219666368	165	10.06.2015 04:09:00	0.202294294	265	05.06.2015 02:34:50	0.270907223
35	19.06.2015 19:06:46	0.232483798	50	03.06.2015 20:00:42	0.139593149	75	06.06.2015 15:44:40	0.08575918	110	06.06.2015 19:58:32	0.18929397	165	10.06.2015 05:28:00	0.303944444	265	05.06.2015 03:11:42	0.291148985
35	19.06.2015 20:54:43	0.165986409	50	03.06.2015 20:58:58	0.07542162	75	06.06.2015 16:53:49	0.1200958	110	06.06.2015 21:07:28	0.215658025	165	10.06.2015 06:36:00	0.157985774	265	05.06.2015 03:43:25	0.221979902
35	19.06.2015 21:52:00	0.161960251	50	03.06.2015 21:57:14	0.029362938	75	06.06.2015 18:06:44	0.144445532	110	08.06.2015 10:00:00	0.162427256	165	10.06.2015 07:45:00	0.167885937	265	05.06.2015 04:20:19	0.295962168
35	19.06.2015 23:47:41	0.072890597	50	03.06.2015 22:55:32	0.048064311	75	06.06.2015 19:16:11	0.134621062	110	08.06.2015 12:24:00	0.187976257	165	10.06.2015 08:54:00	0.165178959	265	05.06.2015 04:52:12	0.248869004
35	20.06.2015 01:43:11	0.085924278	50	03.06.2015 23:53:48	0.045829761	75	06.06.2015 20:24:59	0.183620021	110	08.06.2015 13:32:00	0.198944446	165	10.06.2015 10:02:00	0.194929112	265	05.06.2015 05:29:42	0.184786311
35	20.06.2015 03:38:50	0.076270423	50	04.06.2015 00:54:51	0.026268056	75	06.06.2015 21:34:02	0.116843739	110	08.06.2015 14:47:00	0.210309032	165	10.06.2015 11:11:00	0.177786128	265	05.06.2015 06:01:53	0.237388838
35	20.06.2015 05:34:19	0.103567455	50	04.06.2015 01:53:14	0.03884433	75	06.06.2015 23:03:21	0.057483804	110	08.06.2015 16:40:00	0.184382959	165	10.06.2015 12:20:00	0.203814654	265	05.06.2015 06:39:29	0.626479123
