1.000000000000000056e-01	1.000000000000000056e-01	1.238461856779700110e+00
1.000000000000000056e-01	1.098196392785571185e-01	1.238470838000025331e+00
1.000000000000000056e-01	1.196392785571142314e-01	1.238478345317796547e+00
1.000000000000000056e-01	1.294589178356713444e-01	1.238484714041269807e+00
1.000000000000000056e-01	1.392785571142284573e-01	1.238490184939036176e+00
1.000000000000000056e-01	1.490981963927855702e-01	1.238494935365285654e+00
1.000000000000000056e-01	1.589178356713427109e-01	1.238499098847994917e+00
1.000000000000000056e-01	1.687374749498998239e-01	1.238502777838386582e+00
1.000000000000000056e-01	1.785571142284569368e-01	1.238506052254983558e+00
1.000000000000000056e-01	1.883767535070140497e-01	1.238508985355299297e+00
1.000000000000000056e-01	1.981963927855711627e-01	1.238511627862531883e+00
1.000000000000000056e-01	2.080160320641282756e-01	1.238514020923638048e+00
1.000000000000000056e-01	2.178356713426853886e-01	1.238516198267155977e+00
1.000000000000000056e-01	2.276553106212425015e-01	1.238518187803442805e+00
1.000000000000000056e-01	2.374749498997996144e-01	1.238520012826752392e+00
1.000000000000000056e-01	2.472945891783567274e-01	1.238521692932175178e+00
1.000000000000000056e-01	2.571142284569138403e-01	1.238523244721574601e+00
1.000000000000000056e-01	2.669338677354709533e-01	1.238524682354238848e+00
1.000000000000000056e-01	2.767535070140280662e-01	1.238526017980057681e+00
1.000000000000000056e-01	2.865731462925851791e-01	1.238527262083846558e+00
1.000000000000000056e-01	2.963927855711422921e-01	1.238528423761263708e+00
1.000000000000000056e-01	3.062124248496994050e-01	1.238529510941071665e+00
1.000000000000000056e-01	3.160320641282565179e-01	1.238530530566894106e+00
1.000000000000000056e-01	3.258517034068136309e-01	1.238531488745553411e+00
1.000000000000000056e-01	3.356713426853707993e-01	1.238532390868765765e+00
1.000000000000000056e-01	3.454909819639279123e-01	1.238533241716158306e+00
1.000000000000000056e-01	3.553106212424850252e-01	1.238534045538518091e+00
1.000000000000000056e-01	3.651302605210421381e-01	1.238534806129506283e+00
1.000000000000000056e-01	3.749498997995992511e-01	1.238535526885478522e+00
1.000000000000000056e-01	3.847695390781563640e-01	1.238536210855854636e+00
1.000000000000000056e-01	3.945891783567134770e-01	1.238536860786899618e+00
1.000000000000000056e-01	4.044088176352705899e-01	1.238537479157931331e+00
1.000000000000000056e-01	4.142284569138277028e-01	1.238538068213243637e+00
1.000000000000000056e-01	4.240480961923848158e-01	1.238538629989262896e+00
1.000000000000000056e-01	4.338677354709419287e-01	1.238539166337870645e+00
1.000000000000000056e-01	4.436873747494990416e-01	1.238539678947797817e+00
1.000000000000000056e-01	4.535070140280561546e-01	1.238540169360378806e+00
1.000000000000000056e-01	4.633266533066132675e-01	1.238540638987034370e+00
1.000000000000000056e-01	4.731462925851703805e-01	1.238541089121815375e+00
1.000000000000000056e-01	4.829659318637274934e-01	1.238541520953666986e+00
1.000000000000000056e-01	4.927855711422846063e-01	1.238541935576566777e+00
1.000000000000000056e-01	5.026052104208417193e-01	1.238542333999144152e+00
1.000000000000000056e-01	5.124248496993988322e-01	1.238542717152683714e+00
1.000000000000000056e-01	5.222444889779559452e-01	1.238543085898432317e+00
1.000000000000000056e-01	5.320641282565130581e-01	1.238543441034060555e+00
1.000000000000000056e-01	5.418837675350701710e-01	1.238543783299422163e+00
1.000000000000000056e-01	5.517034068136272840e-01	1.238544113381701228e+00
1.000000000000000056e-01	5.615230460921843969e-01	1.238544431920012734e+00
1.000000000000000056e-01	5.713426853707415098e-01	1.238544739509533921e+00
1.000000000000000056e-01	5.811623246492986228e-01	1.238545036705211100e+00
1.000000000000000056e-01	5.909819639278557357e-01	1.238545324025093430e+00
1.000000000000000056e-01	6.008016032064128487e-01	1.238545601953672470e+00
1.000000000000000056e-01	6.106212424849699616e-01	1.238545870943629001e+00
1.000000000000000056e-01	6.204408817635270745e-01	1.238546131419492768e+00
1.000000000000000056e-01	6.302605210420841875e-01	1.238546383779199678e+00
1.000000000000000056e-01	6.400801603206413004e-01	1.238546628396265836e+00
1.000000000000000056e-01	6.498997995991984133e-01	1.238546865621636517e+00
1.000000000000000056e-01	6.597194388777555263e-01	1.238547095785361929e+00
